"","strategy","algo","approach","n","n.cova","event.prob","ttm.prob","seed","mh_pval","clog_coef","clog_pval"
"432","counter-matching","A2","ps",10000,20,10,0.5,3,0.465450617520189,0.0150378773645404,0.930901884482633
"433","matching","A1","drs",20000,4,1,0.1,1,0.630558659818236,-0.111225634746148,0.73901232315695
"434","matching","A1","drs",20000,4,1,0.5,1,0.311124783476758,0.0971637483121601,0.622386492930499
"435","matching","A1","drs",10000,4,5,0.1,1,0.192044124736926,0.305381649551169,0.385933600839068
"436","matching","A1","drs",10000,4,5,0.5,1,0.783616209666108,-0.154150679827259,0.433222982967698
"437","matching","A1","drs",10000,4,10,0.1,1,0.0968232156346103,0.492476485082534,0.198155699103266
"438","matching","A1","drs",10000,4,10,0.5,1,0.785854072277553,-0.157185583522412,0.428767105464635
"439","matching","A1","drs",20000,10,1,0.1,1,0.823419823342006,-0.348306694268123,0.355590512469625
"440","matching","A1","drs",20000,10,1,0.5,1,0.856788988611071,-0.22825865198098,0.287467847216013
"441","matching","A1","drs",10000,10,5,0.1,1,0.281851430825387,0.22314355131421,0.564510978132912
"442","matching","A1","drs",10000,10,5,0.5,1,0.874325445594889,-0.264692554227081,0.252732772437154
"443","matching","A1","drs",10000,10,10,0.1,1,0.352728493055637,0.143100843640673,0.70569643359096
"444","matching","A1","drs",10000,10,10,0.5,1,0.805838385510538,-0.186585955580412,0.389011125020728
"445","matching","A1","drs",20000,20,1,0.1,1,0.207108089121263,0.336472236621157,0.416414364181268
"446","matching","A1","drs",20000,20,1,0.5,1,0.372440809772978,0.0706175671987753,0.74493277784728
"447","matching","A1","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"448","matching","A1","drs",10000,20,5,0.5,1,0.853914350341587,-0.24783616390458,0.29340591771307
"449","matching","A1","drs",10000,20,10,0.1,1,0.754351437892054,-0.31845373111851,0.493124620479832
"450","matching","A1","drs",10000,20,10,0.5,1,0.676822402230255,-0.105360515408545,0.646507567598548
"451","matching","A2","drs",20000,4,1,0.1,1,0.128419628978928,0.435318071255351,0.260593467376932
"452","matching","A2","drs",20000,4,1,0.5,1,0.5,0,1
"453","matching","A2","drs",10000,4,5,0.1,1,0.184585708166346,0.325422400434594,0.371281131359037
"454","matching","A2","drs",10000,4,5,0.5,1,0.538871070173969,-0.0190481949706929,0.92225903122463
"455","matching","A2","drs",10000,4,10,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601976
"456","matching","A2","drs",10000,4,10,0.5,1,0.57774036626353,-0.0384662808275798,0.844528730553488
"457","matching","A2","drs",20000,10,1,0.1,1,0.579259709439103,-0.0800427076370705,0.841522329381647
"458","matching","A2","drs",20000,10,1,0.5,1,0.964227013705497,-0.386772975095576,0.0733232656592056
"459","matching","A2","drs",10000,10,5,0.1,1,0.352728493055637,0.143100843640673,0.70569643359096
"460","matching","A2","drs",10000,10,5,0.5,1,0.545365477392889,-0.0259754864032469,0.909271584913417
"461","matching","A2","drs",10000,10,10,0.1,1,0.571268779020379,-0.0645385211294861,0.857486911736323
"462","matching","A2","drs",10000,10,10,0.5,1,0.895000164122195,-0.287682072451776,0.211572191455648
"463","matching","A2","drs",20000,20,1,0.1,1,0.274253117750074,0.241162056816888,0.549474018091027
"464","matching","A2","drs",20000,20,1,0.5,1,0.854079727428106,-0.22314355131421,0.292841399257467
"465","matching","A2","drs",10000,20,5,0.1,1,0.5,0,1
"466","matching","A2","drs",10000,20,5,0.5,1,0.751547076217616,-0.154150679827258,0.497331740144446
"467","matching","A2","drs",10000,20,10,0.1,1,0.814453315238651,-0.405465108107289,0.374363512135995
"468","matching","A2","drs",10000,20,10,0.5,1,0.784523387999606,-0.177681177237453,0.431559104656011
"469","counter-matching","A1","drs",20000,4,1,0.1,1,0.372801394463731,0.105360515408545,0.745716352063038
"470","counter-matching","A1","drs",20000,4,1,0.5,1,0.263544628432769,0.100083458556983,0.527261655530859
"471","counter-matching","A1","drs",10000,4,5,0.1,1,0.777117046042579,-0.233614851181505,0.446799413143472
"472","counter-matching","A1","drs",10000,4,5,0.5,1,0.959960340126891,-0.280301965154155,0.0810703063892357
"473","counter-matching","A1","drs",10000,4,10,0.1,1,0.5,0,1
"474","counter-matching","A1","drs",10000,4,10,0.5,1,0.931650243139023,-0.234193387500795,0.137596982406951
"475","counter-matching","A1","drs",20000,10,1,0.1,1,0.753641661386456,-0.23638877806423,0.493722788797258
"476","counter-matching","A1","drs",20000,10,1,0.5,1,0.841344746068543,-0.167054084663166,0.317873101240172
"477","counter-matching","A1","drs",10000,10,5,0.1,1,0.5,0,1
"478","counter-matching","A1","drs",10000,10,5,0.5,1,0.807955875263074,-0.151806012868004,0.384544685902209
"479","counter-matching","A1","drs",10000,10,10,0.1,1,0.232604409226071,0.268263986594677,0.466545341652668
"480","counter-matching","A1","drs",10000,10,10,0.5,1,0.72656736552208,-0.103796793681645,0.54704520176406
"481","counter-matching","A1","drs",20000,20,1,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601966
"482","counter-matching","A1","drs",20000,20,1,0.5,1,0.640281227788304,-0.0645385211294861,0.719484172704486
"483","counter-matching","A1","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"484","counter-matching","A1","drs",10000,20,5,0.5,1,0.642499672655955,-0.0666913744885002,0.715051159637979
"485","counter-matching","A1","drs",10000,20,10,0.1,1,0.743654619869038,-0.287682072451776,0.514142121200265
"486","counter-matching","A1","drs",10000,20,10,0.5,1,0.640281227788304,-0.064538521129486,0.719484172704486
"487","counter-matching","A2","drs",20000,4,1,0.1,1,0.310936712165371,0.162518929497775,0.622256655764156
"488","counter-matching","A2","drs",20000,4,1,0.5,1,0.191506895180481,0.138586163286146,0.383394418754857
"489","counter-matching","A2","drs",10000,4,5,0.1,1,0.85164123683897,-0.313657558855022,0.298696334419487
"490","counter-matching","A2","drs",10000,4,5,0.5,1,0.959004839499809,-0.276753001919587,0.0829687460227486
"491","counter-matching","A2","drs",10000,4,10,0.1,1,0.5,0,1
"492","counter-matching","A2","drs",10000,4,10,0.5,1,0.897048394633966,-0.200670695462151,0.206664225997148
"493","counter-matching","A2","drs",20000,10,1,0.1,1,0.800987640246531,-0.287682072451776,0.399649785455476
"494","counter-matching","A2","drs",20000,10,1,0.5,1,0.693955059955372,-0.0857668216983056,0.612198909016399
"495","counter-matching","A2","drs",10000,10,5,0.1,1,0.28873433121365,0.207639364778245,0.578151716260273
"496","counter-matching","A2","drs",10000,10,5,0.5,1,0.870180114309357,-0.19611487892629,0.260403252081769
"497","counter-matching","A2","drs",10000,10,10,0.1,1,0.295006943581673,0.194156014440958,0.590597399111662
"498","counter-matching","A2","drs",10000,10,10,0.5,1,0.635158547778375,-0.0597192346969243,0.729721496307562
"499","counter-matching","A2","drs",20000,20,1,0.1,1,0.0416322583317752,0.693147178402484,0.0895347727601966
"500","counter-matching","A2","drs",20000,20,1,0.5,1,0.732749387218454,-0.110348057168865,0.53470850748631
"501","counter-matching","A2","drs",10000,20,5,0.1,1,0.672639576990711,-0.200670695462151,0.655262030315414
"502","counter-matching","A2","drs",10000,20,5,0.5,1,0.675281858136623,-0.0826917157993195,0.649529457144614
"503","counter-matching","A2","drs",10000,20,10,0.1,1,0.803115682678504,-0.367724780125111,0.396428580594401
"504","counter-matching","A2","drs",10000,20,10,0.5,1,0.703509950991287,-0.0953101796806689,0.593120005586689
"505","matching","A1","drs",20000,4,1,0.1,2,0.630558659818236,-0.111225634746148,0.73901232315695
"506","matching","A1","drs",20000,4,1,0.5,2,0.311124783476758,0.0971637483121601,0.622386492930499
"507","matching","A1","drs",10000,4,5,0.1,2,0.192044124736926,0.305381649551169,0.385933600839068
"508","matching","A1","drs",10000,4,5,0.5,2,0.783616209666108,-0.154150679827259,0.433222982967698
"509","matching","A1","drs",10000,4,10,0.1,2,0.0968232156346103,0.492476485082534,0.198155699103266
"510","matching","A1","drs",10000,4,10,0.5,2,0.785854072277553,-0.157185583522412,0.428767105464635
"511","matching","A1","drs",20000,10,1,0.1,2,0.823419823342006,-0.348306694268123,0.355590512469625
"512","matching","A1","drs",20000,10,1,0.5,2,0.856788988611071,-0.22825865198098,0.287467847216013
"513","matching","A1","drs",10000,10,5,0.1,2,0.281851430825387,0.22314355131421,0.564510978132912
"514","matching","A1","drs",10000,10,5,0.5,2,0.874325445594889,-0.264692554227081,0.252732772437154
"515","matching","A1","drs",10000,10,10,0.1,2,0.352728493055637,0.143100843640673,0.70569643359096
"516","matching","A1","drs",10000,10,10,0.5,2,0.805838385510538,-0.186585955580412,0.389011125020728
"517","matching","A1","drs",20000,20,1,0.1,2,0.207108089121263,0.336472236621157,0.416414364181268
"518","matching","A1","drs",20000,20,1,0.5,2,0.372440809772978,0.0706175671987753,0.74493277784728
"519","matching","A1","drs",10000,20,5,0.1,2,0.672639576990711,-0.200670695462151,0.655262030315414
"520","matching","A1","drs",10000,20,5,0.5,2,0.853914350341587,-0.24783616390458,0.29340591771307
"521","matching","A1","drs",10000,20,10,0.1,2,0.754351437892054,-0.31845373111851,0.493124620479832
"522","matching","A1","drs",10000,20,10,0.5,2,0.676822402230255,-0.105360515408545,0.646507567598548
"523","matching","A2","drs",20000,4,1,0.1,2,0.128419628978928,0.435318071255351,0.260593467376932
"524","matching","A2","drs",20000,4,1,0.5,2,0.5,0,1
"525","matching","A2","drs",10000,4,5,0.1,2,0.184585708166346,0.325422400434594,0.371281131359037
"526","matching","A2","drs",10000,4,5,0.5,2,0.538871070173969,-0.0190481949706929,0.92225903122463
"527","matching","A2","drs",10000,4,10,0.1,2,0.0416322583317752,0.693147178402484,0.0895347727601976
"528","matching","A2","drs",10000,4,10,0.5,2,0.57774036626353,-0.0384662808275798,0.844528730553488
"529","matching","A2","drs",20000,10,1,0.1,2,0.579259709439103,-0.0800427076370705,0.841522329381647
"530","matching","A2","drs",20000,10,1,0.5,2,0.964227013705497,-0.386772975095576,0.0733232656592056
"531","matching","A2","drs",10000,10,5,0.1,2,0.352728493055637,0.143100843640673,0.70569643359096
"532","matching","A2","drs",10000,10,5,0.5,2,0.545365477392889,-0.0259754864032469,0.909271584913417
"533","matching","A2","drs",10000,10,10,0.1,2,0.571268779020379,-0.0645385211294861,0.857486911736323
"534","matching","A2","drs",10000,10,10,0.5,2,0.895000164122195,-0.287682072451776,0.211572191455648
"535","matching","A2","drs",20000,20,1,0.1,2,0.274253117750074,0.241162056816888,0.549474018091027
"536","matching","A2","drs",20000,20,1,0.5,2,0.854079727428106,-0.22314355131421,0.292841399257467
"537","matching","A2","drs",10000,20,5,0.1,2,0.5,0,1
"538","matching","A2","drs",10000,20,5,0.5,2,0.751547076217616,-0.154150679827258,0.497331740144446
"539","matching","A2","drs",10000,20,10,0.1,2,0.814453315238651,-0.405465108107289,0.374363512135995
"540","matching","A2","drs",10000,20,10,0.5,2,0.784523387999606,-0.177681177237453,0.431559104656011
"541","counter-matching","A1","drs",20000,4,1,0.1,2,0.372801394463731,0.105360515408545,0.745716352063038
"542","counter-matching","A1","drs",20000,4,1,0.5,2,0.263544628432769,0.100083458556983,0.527261655530859
"543","counter-matching","A1","drs",10000,4,5,0.1,2,0.777117046042579,-0.233614851181505,0.446799413143472
"544","counter-matching","A1","drs",10000,4,5,0.5,2,0.959960340126891,-0.280301965154155,0.0810703063892357
"545","counter-matching","A1","drs",10000,4,10,0.1,2,0.5,0,1
"546","counter-matching","A1","drs",10000,4,10,0.5,2,0.931650243139023,-0.234193387500795,0.137596982406951
"547","counter-matching","A1","drs",20000,10,1,0.1,2,0.753641661386456,-0.23638877806423,0.493722788797258
"548","counter-matching","A1","drs",20000,10,1,0.5,2,0.841344746068543,-0.167054084663166,0.317873101240172
"549","counter-matching","A1","drs",10000,10,5,0.1,2,0.5,0,1
"550","counter-matching","A1","drs",10000,10,5,0.5,2,0.807955875263074,-0.151806012868004,0.384544685902209
"551","counter-matching","A1","drs",10000,10,10,0.1,2,0.232604409226071,0.268263986594677,0.466545341652668
"552","counter-matching","A1","drs",10000,10,10,0.5,2,0.72656736552208,-0.103796793681645,0.54704520176406
"553","counter-matching","A1","drs",20000,20,1,0.1,2,0.0416322583317752,0.693147178402484,0.0895347727601966
"554","counter-matching","A1","drs",20000,20,1,0.5,2,0.640281227788304,-0.0645385211294861,0.719484172704486
"555","counter-matching","A1","drs",10000,20,5,0.1,2,0.672639576990711,-0.200670695462151,0.655262030315414
"556","counter-matching","A1","drs",10000,20,5,0.5,2,0.642499672655955,-0.0666913744885002,0.715051159637979
"557","counter-matching","A1","drs",10000,20,10,0.1,2,0.743654619869038,-0.287682072451776,0.514142121200265
"558","counter-matching","A1","drs",10000,20,10,0.5,2,0.640281227788304,-0.064538521129486,0.719484172704486
"559","counter-matching","A2","drs",20000,4,1,0.1,2,0.310936712165371,0.162518929497775,0.622256655764156
"560","counter-matching","A2","drs",20000,4,1,0.5,2,0.191506895180481,0.138586163286146,0.383394418754857
"561","counter-matching","A2","drs",10000,4,5,0.1,2,0.85164123683897,-0.313657558855022,0.298696334419487
"562","counter-matching","A2","drs",10000,4,5,0.5,2,0.959004839499809,-0.276753001919587,0.0829687460227486
"563","counter-matching","A2","drs",10000,4,10,0.1,2,0.5,0,1
"564","counter-matching","A2","drs",10000,4,10,0.5,2,0.897048394633966,-0.200670695462151,0.206664225997148
"565","counter-matching","A2","drs",20000,10,1,0.1,2,0.800987640246531,-0.287682072451776,0.399649785455476
"566","counter-matching","A2","drs",20000,10,1,0.5,2,0.693955059955372,-0.0857668216983056,0.612198909016399
"567","counter-matching","A2","drs",10000,10,5,0.1,2,0.28873433121365,0.207639364778245,0.578151716260273
"568","counter-matching","A2","drs",10000,10,5,0.5,2,0.870180114309357,-0.19611487892629,0.260403252081769
"569","counter-matching","A2","drs",10000,10,10,0.1,2,0.295006943581673,0.194156014440958,0.590597399111662
"570","counter-matching","A2","drs",10000,10,10,0.5,2,0.635158547778375,-0.0597192346969243,0.729721496307562
"571","counter-matching","A2","drs",20000,20,1,0.1,2,0.0416322583317752,0.693147178402484,0.0895347727601966
"572","counter-matching","A2","drs",20000,20,1,0.5,2,0.732749387218454,-0.110348057168865,0.53470850748631
"573","counter-matching","A2","drs",10000,20,5,0.1,2,0.672639576990711,-0.200670695462151,0.655262030315414
"574","counter-matching","A2","drs",10000,20,5,0.5,2,0.675281858136623,-0.0826917157993195,0.649529457144614
"575","counter-matching","A2","drs",10000,20,10,0.1,2,0.803115682678504,-0.367724780125111,0.396428580594401
"576","counter-matching","A2","drs",10000,20,10,0.5,2,0.703509950991287,-0.0953101796806689,0.593120005586689
"577","matching","A1","drs",20000,4,1,0.1,3,0.630558659818236,-0.111225634746148,0.73901232315695
"578","matching","A1","drs",20000,4,1,0.5,3,0.311124783476758,0.0971637483121601,0.622386492930499
"579","matching","A1","drs",10000,4,5,0.1,3,0.192044124736926,0.305381649551169,0.385933600839068
"580","matching","A1","drs",10000,4,5,0.5,3,0.783616209666108,-0.154150679827259,0.433222982967698
"581","matching","A1","drs",10000,4,10,0.1,3,0.0968232156346103,0.492476485082534,0.198155699103266
"582","matching","A1","drs",10000,4,10,0.5,3,0.785854072277553,-0.157185583522412,0.428767105464635
"583","matching","A1","drs",20000,10,1,0.1,3,0.823419823342006,-0.348306694268123,0.355590512469625
"584","matching","A1","drs",20000,10,1,0.5,3,0.856788988611071,-0.22825865198098,0.287467847216013
"585","matching","A1","drs",10000,10,5,0.1,3,0.281851430825387,0.22314355131421,0.564510978132912
"586","matching","A1","drs",10000,10,5,0.5,3,0.874325445594889,-0.264692554227081,0.252732772437154
"587","matching","A1","drs",10000,10,10,0.1,3,0.352728493055637,0.143100843640673,0.70569643359096
"588","matching","A1","drs",10000,10,10,0.5,3,0.805838385510538,-0.186585955580412,0.389011125020728
"589","matching","A1","drs",20000,20,1,0.1,3,0.207108089121263,0.336472236621157,0.416414364181268
"590","matching","A1","drs",20000,20,1,0.5,3,0.372440809772978,0.0706175671987753,0.74493277784728
"591","matching","A1","drs",10000,20,5,0.1,3,0.672639576990711,-0.200670695462151,0.655262030315414
"592","matching","A1","drs",10000,20,5,0.5,3,0.853914350341587,-0.24783616390458,0.29340591771307
"593","matching","A1","drs",10000,20,10,0.1,3,0.754351437892054,-0.31845373111851,0.493124620479832
"594","matching","A1","drs",10000,20,10,0.5,3,0.676822402230255,-0.105360515408545,0.646507567598548
"595","matching","A2","drs",20000,4,1,0.1,3,0.128419628978928,0.435318071255351,0.260593467376932
"596","matching","A2","drs",20000,4,1,0.5,3,0.5,0,1
"597","matching","A2","drs",10000,4,5,0.1,3,0.184585708166346,0.325422400434594,0.371281131359037
"598","matching","A2","drs",10000,4,5,0.5,3,0.538871070173969,-0.0190481949706929,0.92225903122463
"599","matching","A2","drs",10000,4,10,0.1,3,0.0416322583317752,0.693147178402484,0.0895347727601976
"600","matching","A2","drs",10000,4,10,0.5,3,0.57774036626353,-0.0384662808275798,0.844528730553488
"601","matching","A2","drs",20000,10,1,0.1,3,0.579259709439103,-0.0800427076370705,0.841522329381647
"602","matching","A2","drs",20000,10,1,0.5,3,0.964227013705497,-0.386772975095576,0.0733232656592056
"603","matching","A2","drs",10000,10,5,0.1,3,0.352728493055637,0.143100843640673,0.70569643359096
"604","matching","A2","drs",10000,10,5,0.5,3,0.545365477392889,-0.0259754864032469,0.909271584913417
"605","matching","A2","drs",10000,10,10,0.1,3,0.571268779020379,-0.0645385211294861,0.857486911736323
"606","matching","A2","drs",10000,10,10,0.5,3,0.895000164122195,-0.287682072451776,0.211572191455648
"607","matching","A2","drs",20000,20,1,0.1,3,0.274253117750074,0.241162056816888,0.549474018091027
"608","matching","A2","drs",20000,20,1,0.5,3,0.854079727428106,-0.22314355131421,0.292841399257467
"609","matching","A2","drs",10000,20,5,0.1,3,0.5,0,1
"610","matching","A2","drs",10000,20,5,0.5,3,0.751547076217616,-0.154150679827258,0.497331740144446
"611","matching","A2","drs",10000,20,10,0.1,3,0.814453315238651,-0.405465108107289,0.374363512135995
"612","matching","A2","drs",10000,20,10,0.5,3,0.784523387999606,-0.177681177237453,0.431559104656011
"613","counter-matching","A1","drs",20000,4,1,0.1,3,0.372801394463731,0.105360515408545,0.745716352063038
"614","counter-matching","A1","drs",20000,4,1,0.5,3,0.263544628432769,0.100083458556983,0.527261655530859
"615","counter-matching","A1","drs",10000,4,5,0.1,3,0.777117046042579,-0.233614851181505,0.446799413143472
"616","counter-matching","A1","drs",10000,4,5,0.5,3,0.959960340126891,-0.280301965154155,0.0810703063892357
"617","counter-matching","A1","drs",10000,4,10,0.1,3,0.5,0,1
"618","counter-matching","A1","drs",10000,4,10,0.5,3,0.931650243139023,-0.234193387500795,0.137596982406951
"619","counter-matching","A1","drs",20000,10,1,0.1,3,0.753641661386456,-0.23638877806423,0.493722788797258
"620","counter-matching","A1","drs",20000,10,1,0.5,3,0.841344746068543,-0.167054084663166,0.317873101240172
"621","counter-matching","A1","drs",10000,10,5,0.1,3,0.5,0,1
"622","counter-matching","A1","drs",10000,10,5,0.5,3,0.807955875263074,-0.151806012868004,0.384544685902209
"623","counter-matching","A1","drs",10000,10,10,0.1,3,0.232604409226071,0.268263986594677,0.466545341652668
"624","counter-matching","A1","drs",10000,10,10,0.5,3,0.72656736552208,-0.103796793681645,0.54704520176406
"625","counter-matching","A1","drs",20000,20,1,0.1,3,0.0416322583317752,0.693147178402484,0.0895347727601966
"626","counter-matching","A1","drs",20000,20,1,0.5,3,0.640281227788304,-0.0645385211294861,0.719484172704486
"627","counter-matching","A1","drs",10000,20,5,0.1,3,0.672639576990711,-0.200670695462151,0.655262030315414
"628","counter-matching","A1","drs",10000,20,5,0.5,3,0.642499672655955,-0.0666913744885002,0.715051159637979
"629","counter-matching","A1","drs",10000,20,10,0.1,3,0.743654619869038,-0.287682072451776,0.514142121200265
"630","counter-matching","A1","drs",10000,20,10,0.5,3,0.640281227788304,-0.064538521129486,0.719484172704486
"631","counter-matching","A2","drs",20000,4,1,0.1,3,0.310936712165371,0.162518929497775,0.622256655764156
"632","counter-matching","A2","drs",20000,4,1,0.5,3,0.191506895180481,0.138586163286146,0.383394418754857
"633","counter-matching","A2","drs",10000,4,5,0.1,3,0.85164123683897,-0.313657558855022,0.298696334419487
"634","counter-matching","A2","drs",10000,4,5,0.5,3,0.959004839499809,-0.276753001919587,0.0829687460227486
"635","counter-matching","A2","drs",10000,4,10,0.1,3,0.5,0,1
"636","counter-matching","A2","drs",10000,4,10,0.5,3,0.897048394633966,-0.200670695462151,0.206664225997148
"637","counter-matching","A2","drs",20000,10,1,0.1,3,0.800987640246531,-0.287682072451776,0.399649785455476
"638","counter-matching","A2","drs",20000,10,1,0.5,3,0.693955059955372,-0.0857668216983056,0.612198909016399
"639","counter-matching","A2","drs",10000,10,5,0.1,3,0.28873433121365,0.207639364778245,0.578151716260273
"640","counter-matching","A2","drs",10000,10,5,0.5,3,0.870180114309357,-0.19611487892629,0.260403252081769
"641","counter-matching","A2","drs",10000,10,10,0.1,3,0.295006943581673,0.194156014440958,0.590597399111662
"642","counter-matching","A2","drs",10000,10,10,0.5,3,0.635158547778375,-0.0597192346969243,0.729721496307562
"643","counter-matching","A2","drs",20000,20,1,0.1,3,0.0416322583317752,0.693147178402484,0.0895347727601966
"644","counter-matching","A2","drs",20000,20,1,0.5,3,0.732749387218454,-0.110348057168865,0.53470850748631
"645","counter-matching","A2","drs",10000,20,5,0.1,3,0.672639576990711,-0.200670695462151,0.655262030315414
"646","counter-matching","A2","drs",10000,20,5,0.5,3,0.675281858136623,-0.0826917157993195,0.649529457144614
"647","counter-matching","A2","drs",10000,20,10,0.1,3,0.803115682678504,-0.367724780125111,0.396428580594401
"648","counter-matching","A2","drs",10000,20,10,0.5,3,0.703509950991287,-0.0953101796806689,0.593120005586689
